Project_name,project_by,location,Super Built Area,Price Range,Price Per Sq Ft,Description,Project Status,possession_date,Bedrooms,units,towers,unit_price,rera_no,lat_lng
"
Ramky One North
",Ramky Estates and Farms Ltd,"
in Yelahanka
, Bangalore

 
","1350
sqft","₹
58.4 Lac","₹
4322 per
sqft","
Description:


This is a spacious Flat located in Ramky One North, Avalahalli. 70 Lac is what the price expected of Home. Offering 3 bedroom along with 2 bathrooms, the Home is Unfurnished. A tower has 2 elevators. The well ventilated Flat  



",Ready To Move,"
Possession in 2019
","
3 BHK
Apartment

",508 Units ,5 Towers ,"(2 BHK Flat->734 sqft), (2 BHK Flat->1100 sqft), (2 BHK Flat->1120 sqft), (2 BHK Flat->1140 sqft), (2 BHK Flat->1145 sqft), (3 BHK Flat->1350 sqft), (3 BHK Flat->1366 sqft), (3 BHK Flat->1700 sqft), (3 BHK Flat->1756 sqft) ",,"lat=13.084092,longt=77.54133"
"
Arun Patios
",Arun Shelters Pvt. Ltd.,"
in Yelahanka
, Bangalore

 
","715
sqft","₹
45.0 Lac","₹
6293 per
sqft","
Description:


This is a beautiful Unit situated in Arun Patios, Yelahanka. The Unit offers parking cars. The Unit is on Freehold and is approved by Development Authority. This spacious Unit is on floor 1 of 4 and has an area of 715 Sq-ft.  



",Ready To Move,"
Possession in 2019
","
1 BHK
Apartment

",248 Units ,5 Towers ,"(1 BHK Flat->700 sqft), (1 BHK Flat->710 sqft), (1 BHK Flat->715 sqft), (1 BHK Flat->720 sqft), (1 BHK Flat->730 sqft), (1 BHK Flat->830 sqft), (2 BHK Flat->1115 sqft), (2 BHK Flat->1140 sqft), (2 BHK Flat->1145 sqft), (2 BHK Flat->1155 sqft), (2 BHK Flat->1165 sqft), (2 BHK Flat->1200 sqft), (2 BHK Flat->1215 sqft), (3 BHK Flat->1190 sqft), (3 BHK Flat->1420 sqft) ",,"lat=13.084092,longt=77.54133"
"
President Leon
",President Properties,"
in Yelahanka
, Bangalore

 
","1730
sqft","₹
77.9 Lac","₹
4,500 per
sqft","
Description:


President Leon stands tall and elegant amidst IT giants in Bangalore's cyber universe. A residential apartment complex that meets the highest standards of perfection, it is located within duo Marvel Layout, which has BDA  



",Ready To Move,"
Possession in 2019
","
3 BHK
Apartment

",108 Units ,3 Towers ,"(3 BHK Flat->1205 sqft), (3 BHK Flat->1220 sqft), (3 BHK Flat->1305 sqft), (3 BHK Flat->1310 sqft), (3 BHK Flat->1325 sqft), (3 BHK Flat->1330 sqft), (3 BHK Flat->1365 sqft), (3 BHK Flat->1400 sqft), (3 BHK Flat->1565 sqft), (3 BHK Flat->1625 sqft), (3 BHK Flat->1730 sqft), (3 BHK Flat->1900 sqft) ",,"lat=13.084092,longt=77.54133"
"
Whistling Woods
",PVR Properties,"
in Yelahanka
, Bangalore

 
","1200
sqft","₹
46.8 Lac","₹
3,900 per
sqft","
Description:


No Common Walls, Ample ventilation in every flat. 



",Under Construction,"
Possession in 2019
","
2 BHK
Apartment

",78 Units ,3 Towers ,"(2 BHK Flat->1200 sqft), (2 BHK Flat->1230 sqft), (3 BHK Flat->1400 sqft), (3 BHK Flat->1500 sqft) ",,"lat=13.084092,longt=77.54133"
"
After The Rain
",Total Environment,"
in Yelahanka
, Bangalore

 
","3200
sqft","₹
4.46 Cr","₹
13,938 per
sqft","
Description:


After the Rain is located on the way to the airport with 300 villas. These are earth sheltered homes and the project once completed would have a lot of greenary within the project. These are fully customisable homes and  



",Under Construction,"
Possession in 2019
","
4 BHK
Villa

",96 Units ,,"(4 BHK Villa->3310 sqft), (4 BHK Villa->5120 sqft), (4 BHK Villa->3200 sqft), (4 BHK Villa->3255 sqft) ",,"lat=13.084092,longt=77.54133"
"
Pyramid Mahika
",Pyramid Builders And Developers,"
in Yelahanka
, Bangalore

 
","1484
sqft","₹
57.9 Lac","₹
3,902 per
sqft","
Description:


It is an airy & ventilated spacious Home in Pyramid Mahika, Yelahanka. Around 57. 9 Lac is the value for the Home. The well ventilated Home offers latest facilities such as like Swimming Pool, Reserved Parking, Power Back  



",Ongoing,"
Possession in 2019
","
3 BHK
Apartment

",212 Units ,4 Towers ,"(2 BHK Flat->935 sqft), (2 BHK Flat->972 sqft), (2 BHK Flat->990 sqft), (2 BHK Flat->994 sqft), (2 BHK Flat->1021 sqft), (2 BHK Flat->1036 sqft), (3 BHK Flat->1314 sqft), (3 BHK Flat->1348 sqft), (3 BHK Flat->1400 sqft), (3 BHK Flat->1484 sqft), (3 BHK Flat->1512 sqft), (3 BHK Flat->1657 sqft), (3 BHK Flat->1756 sqft) ",,"lat=13.084092,longt=77.54133"
"
MN Orchid
",M & N Infrastructures,"
in Yelahanka
, Bangalore

 
","1900
sqft","₹
93.0 Lac","₹
4894 per
sqft","
Description:


Brand new un furnished very spacious 3 bhk flat for sale in Navami Orchid,Located just behind Ramanashree California resort on the way to Rajankunte road,this is a 3 bhk flat with Puja room,servants rooms,Open kitchen with  



",Ready To Move,"
Possession in 2019
","
3 BHK
Apartment

",104 Units ,2 Towers ,"(3 BHK Flat->1830 sqft), (3 BHK Flat->1875 sqft), (3 BHK Flat->1900 sqft), (3 BHK Flat->2100 sqft), (3 BHK Flat->2125 sqft), (4 BHK Flat->3000 sqft), (5 BHK Flat->3500 sqft) ",,"lat=13.084092,longt=77.54133"
"
Balaji Krupa
",Balaji Builders,"
in Yelahanka
, Bangalore

 
","1060
sqft","₹
40.0 Lac","₹
3,774 per
sqft","
Description:


Balaji Krupa is a perfect union of all that you aspire for in a home. Situated at the heart of Yelahanka, on Jakkur Main Road this project is an excellent place to dwell in. Hebbal is Bengaluru's most prestigious location,  



",Ready To Move,"
Possession in 2019
","
2 BHK
Apartment

",56 Units ,2 Towers ,"(2 BHK Flat->1055 sqft), (2 BHK Flat->1060 sqft), (2 BHK Flat->1080 sqft), (2 BHK Flat->1090 sqft), (2 BHK Flat->1125 sqft), (2 BHK Flat->1190 sqft), (2 BHK Flat->1200 sqft), (2 BHK Flat->1205 sqft), (2 BHK Flat->1245 sqft), (2 BHK Flat->1275 sqft), (3 BHK Flat->1375 sqft) ",,"lat=13.084092,longt=77.54133"
"
Godrej Avenues
",Godrej Properties,"
in Yelahanka
, Bangalore

 
","1023
sqft","₹
44.0 Lac","₹
4,301 per
sqft","
Description:


Freehold Multistorey Apartment has unblocked view on front,facing Garden/park. 



",Under Construction,"
Possession in 2019
","
2 BHK
Apartment

",600 Units ,10 Towers ,"(2 BHK Flat->1023 sqft), (2 BHK Flat->1260 sqft), (2 BHK Flat->1390 sqft), (2 BHK Flat->1398 sqft), (3 BHK Flat->1446 sqft), (3 BHK Flat->1721 sqft) ","RERA ID: PR/KN/170728/000229
","lat=13.084092,longt=77.54133"
"
Shirdi Sai Nivas
",Shirdi Sai Properties,"
in Yelahanka New Town
, Bangalore

 
","1404
sqft","₹
59.6 Lac","₹
4,245 per
sqft","
Description:


Shirdi Sai Nivas has provided many essential facilities for its residents like lifts, 24x7 water supply, 24x7 power back up, intercom, car parking, gym, club house, childrens play area, and other lifestyle amenities like  



",Ongoing,"
Possession in 2019
","
3 BHK
Apartment

",6 Units ,1 Towers ,"(2 BHK Flat->1149 sqft), (2 BHK Flat->1167 sqft), (2 BHK Flat->1179 sqft), (3 BHK Flat->1305 sqft), (3 BHK Flat->1404 sqft), (3 BHK Flat->1449 sqft) ",,"lat=13.084092,longt=77.54133"
"
Embassy Boulevard
",embassy group.,"
in Yelahanka
, Bangalore

 
","3935
sqft","₹
6.80 Cr","₹
17,281 per
sqft","
Description:


The Cost Mentioned is Approx Willow vary Unit to Unit, Registration Charges are Additional. The project is a premium gated community comprising of 170 spacious villas spread over 51 acres of land off Bellary Road, 2.5 kms  



",Ongoing,"
Possession in 2019
","
4 BHK
Villa

",170 Units ,,"(3 BHK Villa->4105 sqft), (4 BHK Villa->3935 sqft), (4 BHK Villa->4105 sqft), (4 BHK Villa->4105 sqft), (4 BHK Villa->4392 sqft), (5 BHK Villa->5900 sqft), (5 BHK Villa->7160 sqft), (5 BHK Villa->7310 sqft), (5 BHK Villa->7157 sqft), (5 BHK Villa->5899 sqft) ",,"lat=13.084092,longt=77.54133"
"
Banashankari 6Th Stage
",,"
in Banashankari stage 6
, Bangalore
","2400
sqft","₹
1.08 Cr","₹
4500 per
sqft","
Description:


Banashankari 6th stage 7th block near nes road very good location Call genuine Buyers and sellers call Ashok Gowda form eagle promoters 



",Ready To Move,"
Ready To Move
","
Plot

",,,"(Residential Plot->600 sqft), (Residential Plot->1200 sqft), (Residential Plot->1200 sqft), (Residential Plot->2400 sqft), (Residential Plot->2400 sqft), (Residential Plot->4000 sqft) ",,"lat=12.922234,longt=77.53672"
"
Aishwarya Lakeview Residency
",Aishwarya Group,"
in Kaggadasapura
, Bangalore

 
","1400
sqft","₹
68.0 Lac","₹
4,857 per
sqft","
Description:


Aishwarya Lakeview Residency, Kaggadasapura - Bangalore is offering a furnished 3 BHK flat for sale. The thoughtfully designed interiors and the lovely surroundings make this place an ultimate choice to spend time with your  



",Ready To Move,"
Ready To Move
","
3 BHK
Apartment

",150 Units ,7 Towers ,"(2 BHK Flat->900 sqft), (3 BHK Flat->1400 sqft), (3 BHK Flat->2700 sqft) ",,"lat=12.98204,longt=77.673515"
"
Propulsive Pinnacle
",,"
in Kadugodi
, Bangalore
","1140
sqft","₹
45.6 Lac","₹
4000 per
sqft","
Description:


It is a well-designed Apartment located in, Kadugodi. Pinnacle, The project is well-equipped with modern facilities and world-class amenities including badminton court, basketball court, jogging track, multipurpose court,  



",Ongoing,"
Under Construction
","
2 BHK
Apartment

",,,(2 BHK Flat->1140 sqft) ,,"lat=12.996858,longt=77.762985"
"
RM Green Square 
",R. M. Developers,"
in Sarjapur
, Bangalore

 
","1500
sqft","₹
22.5 Lac","₹
1,500 per
sqft","
Description:


Residential Plot spans over 50 X 30 Sq-ft in length & breadth.  



",Ready To Move,"
Possession in 2018
","
Plot

",,,"(Residential Plot->1200 sqft), (Residential Plot->1500 sqft) ",,"lat=12.865771,longt=77.79297"
"
Mahaveer Turquoise
",Mahaveer Reddy Structures Pvt. Ltd.,"
in Bommanahalli
, Bangalore

 
","546
sqft","₹
24.3 Lac","₹
4,451 per
sqft","
Description:


This is a beautiful Apartment situated in Mahaveer Turquoise, Bommanahalli. Has Ceramic Tiles and Vitrified flooring in rooms. Each tower has 1 elevators. This fantastic Apartment features contemporary facilities like  



",Under Construction,"
Possession in 2020
","
1 BHK
Apartment

",310 Units ,4 Towers ,"(1 BHK Flat->525 sqft), (1 BHK Flat->546 sqft), (2 BHK Flat->784 sqft), (2 BHK Flat->846 sqft) ",,"lat=12.863427,longt=77.63814"
"
SHAKTHI FAIR MONT
",Shakti Builders,"
in Kadugodi
, Bangalore

 
","1180
sqft","₹
52.0 Lac","₹
4406 per
sqft","
Description:


The Price of this Apartment is kept at 55 Lac. It offers 1180. 0 Sq-ft of covered area. It is situated on 4th floor of the 4 floors in all and is also well ventilated. The Apartment has 2 furnished bathroom and has 2  



",Ready To Move,"
Under Construction
","
2 BHK
Apartment

",48 Units ,2 Towers ,"(2 BHK Flat->1110 sqft), (2 BHK Flat->1140 sqft), (2 BHK Flat->1180 sqft), (2 BHK Flat->1190 sqft), (3 BHK Flat->1280 sqft), (3 BHK Flat->1325 sqft), (3 BHK Flat->1370 sqft), (3 BHK Flat->1410 sqft) ",,"lat=12.996858,longt=77.762985"
"
Trinity Greens
",Suraj Condominiums Pvt Ltd,"
in Sarjapur
, Bangalore

 
","1200
sqft","₹
25.0 Lac","₹
2083 per
sqft","
Description:


Money value property ,upcoming perperial ring road ,next to sabic technologies and upcoming Azim premij university... 



",Ready To Move,"
Possession in 2018
","
Plot

",,,"(Residential Plot->1200 sqft), (Residential Plot->1200 sqft), (Residential Plot->1500 sqft), (Residential Plot->1500 sqft), (Residential Plot->2400 sqft), (Residential Plot->2400 sqft), (Residential Plot->4000 sqft), (Residential Plot->4000 sqft) ",,"lat=12.865771,longt=77.79297"
"
Sumadhura Sankalpam
",Sumadhura Group,"
in Hoodi
, Bangalore

 
","1285
sqft","₹
69.0 Lac","₹
5,370 per
sqft","
Description:


100% Document compliant (Khata, OC, CC), BDA Approved, East Facing full-size french windows, Wooden flooring on master bedroom, steel furnished kitchen for excellent durability 



",Ready To Move,"
Possession in 2020
","
2 BHK
Apartment

",100 Units ,5 Towers ,"(2 BHK Flat->1090 sqft), (2 BHK Flat->1200 sqft), (2 BHK Flat->1285 sqft), (3 BHK Flat->1470 sqft), (3 BHK Flat->1555 sqft) ",,"lat=12.984091,longt=77.62832"
"
Urban Greens
",Inner Urban Infraestate,"
in Sarjapur
, Bangalore

 
","1581
sqft","₹
90.0 Lac","₹
5,693 per
sqft","
Description:


Independent and ready to occupy an independent villa with two floors 3 bed room with all interior, kitchen with modular new unused villa in a gated community. 



",Ready To Move,"
Possession in 2018
","
3 BHK
Villa

",178 Units ,,"(3 BHK Villa->2060 sqft), (3 BHK Villa->1844 sqft), (3 BHK Villa->1574 sqft), (3 BHK Villa->1581 sqft) ",,"lat=12.865771,longt=77.79297"
"
Whitestone Veroso
",Whitestone Projects,"
in Kadugodi
, Bangalore

 
","1100
sqft","₹
46.2 Lac","₹
4,200 per
sqft","
Description:


This one is a 2 BHK apartment in Whitestone Veroso, Kadugodi. It is located on 3rd floors in the tower and it is very spacious. Expected price for this Apartment is approx 45 Lac including interior. It has 1100Sq-ft of  



",Ready To Move,"
Under Construction
","
2 BHK
Apartment

",60 Units ,1 Towers ,"(2 BHK Flat->1100 sqft), (2 BHK Flat->1120 sqft), (3 BHK Flat->1510 sqft), (3 BHK Flat->1560 sqft) ",,"lat=12.996858,longt=77.762985"
"
SMR Vinay Endeavour
",SMR Builders Pvt. Ltd.,"
in Hoodi
, Bangalore

 
","1900
sqft","₹
1.10 Cr","₹
5,789 per
sqft","
Description:


This is a 3 bed room flat in SMR Vinay Endeavour, Hoodi Circle. The Unit consists of 3 well furnished bathroom and 3 open balconies. It offers an area of 1900 Sq-ft. The Price of the Unit is approx 1. 10 Cr. It is situated  



",Ready To Move,"
Possession in 2020
","
3 BHK
Apartment

",189 Units ,1 Towers ,"(2 BHK Flat->1350 sqft), (3 BHK Flat->1700 sqft), (3 BHK Flat->1900 sqft) ",,"lat=12.984091,longt=77.62832"
"
Saketh Hillside
",5 Elements Realty,"
in Banashankari
, Bangalore

 
","1215
sqft","₹
50.0 Lac","₹
4,115 per
sqft","
Description:


2 BHK Excellent Ventilation and natural light planning as per Vaastu lift facility Spacious bedroom size 11 individual apartments plans with privacy low maintance cost superior Specification four indipendance blocks BBMP  



",Ready To Move,"
Ready To Move
","
2 BHK
Apartment

",180 Units ,4 Towers ,"(2 BHK Flat->1120 sqft), (2 BHK Flat->1215 sqft), (2 BHK Flat->1220 sqft), (2 BHK Flat->1225 sqft), (3 BHK Flat->1285 sqft), (3 BHK Flat->1315 sqft), (3 BHK Flat->1400 sqft), (3 BHK Flat->1420 sqft), (3 BHK Flat->1505 sqft), (3 BHK Flat->1575 sqft), (3 BHK Flat->1595 sqft) ",,"lat=12.922234,longt=77.53672"
"
Mount Zoe Phase II
",Ziva Ventures,"
in Sarjapur
, Bangalore

 
","1200
sqft","₹
9.0 Lac","₹
750 per
sqft","
Description:


Mount zoe the best developed layout closed to sarjapur Bagalur road 



",Ongoing,"
Possession in 2018
","
Plot

",,,(Residential Plot->1200 sqft) ,,"lat=12.865771,longt=77.79297"
"
Lilium
",Ruchira projects pvt ltd,"
in Kadugodi
, Bangalore

 
","1155
sqft","₹
43.8 Lac","₹
3,792 per
sqft","
Description:


It is an airy & ventilated beautiful Apartment situated in Lilium, Kadugodi. Offering 2 bedroom along with 2 bathrooms, the Apartment is Unfurnished. Approx 43. 8 Lac is the price of Apartment.  



",Under Construction,"
Under Construction
","
2 BHK
Apartment

",96 Units ,1 Towers ,"(2 BHK Flat->1075 sqft), (2 BHK Flat->1080 sqft), (2 BHK Flat->1090 sqft), (2 BHK Flat->1095 sqft), (2 BHK Flat->1150 sqft), (2 BHK Flat->1155 sqft), (2 BHK Flat->1175 sqft), (2 BHK Flat->1195 sqft), (2 BHK Flat->1455 sqft), (3 BHK Flat->1450 sqft), (3 BHK Flat->1490 sqft), (3 BHK Flat->1505 sqft), (3 BHK Flat->1530 sqft) ",,"lat=12.996858,longt=77.762985"
"
NVR Sun Pearl
",NVR Developers,"
in Kadugodi
, Bangalore

 
","1015
sqft","₹
33.4 Lac","₹
3,291 per
sqft","
Description:


This spacious Flat is on 4 floor of 6 and is built up in 1015 Sq-ft. Flooring made of Vitrified. Approx 33. 4 Lac is the price of the Flat. Each tower has 2 elevators. This is a Flat built in NVR Sun Pearl, Kadugodi. Apart  



",Under Construction,"
Under Construction
","
2 BHK
Apartment

",144 Units ,1 Towers ,"(2 BHK Flat->910 sqft), (2 BHK Flat->915 sqft), (2 BHK Flat->990 sqft), (2 BHK Flat->1000 sqft), (2 BHK Flat->1015 sqft), (2 BHK Flat->1030 sqft), (2 BHK Flat->1035 sqft), (2 BHK Flat->1040 sqft), (2 BHK Flat->1055 sqft), (2 BHK Flat->1077 sqft), (2 BHK Flat->1082 sqft), (2 BHK Flat->1085 sqft), (2 BHK Flat->1095 sqft), (2 BHK Flat->1107 sqft), (2 BHK Flat->1112 sqft), (2 BHK Flat->1135 sqft), (2 BHK Flat->1142 sqft), (2 BHK Flat->1145 sqft), (2 BHK Flat->1150 sqft), (2 BHK Flat->1155 sqft), (2 BHK Flat->1160 sqft), (3 BHK Flat->1190 sqft), (3 BHK Flat->1245 sqft), (3 BHK Flat->1250 sqft), (3 BHK Flat->1270 sqft), (3 BHK Flat->1280 sqft), (3 BHK Flat->1375 sqft) ",,"lat=12.996858,longt=77.762985"
"
Century Infiniti
",VEOHM Projects Private Limited,"
in Sarjapur
, Bangalore

 
","1877
sqft","₹
1.11 Cr","₹
5,932 per
sqft","
Description:


The Home has 3 well furnished bathroom and 2 balconies. The Price of the Home is around 1. 11 Cr. This one is a 3 bed room flat located in Century Infiniti, Sarjapur. It measures 1877 Sq-ft of covered area. It is on ninth  



",Ongoing,"
Possession in 2018
","
3 BHK
Apartment

",169 Units ,4 Towers ,"(2 BHK Flat->1197 sqft), (2 BHK Flat->1198 sqft), (2 BHK Flat->1206 sqft), (2 BHK Flat->1210 sqft), (2 BHK Flat->1230 sqft), (2 BHK Flat->1247 sqft), (2 BHK Flat->1257 sqft), (2 BHK Flat->1270 sqft), (2 BHK Flat->1297 sqft), (3 BHK Flat->1797 sqft), (3 BHK Flat->1798 sqft), (3 BHK Flat->1836 sqft), (3 BHK Flat->1845 sqft), (3 BHK Flat->1862 sqft), (3 BHK Flat->1877 sqft), (3 BHK Flat->1888 sqft), (3 BHK Flat->1891 sqft), (3 BHK Flat->1892 sqft) ",,"lat=12.865771,longt=77.79297"
"
Sai Metro City
",Saireniit Project Pvt.Ltd.,"
in Sarjapur
, Bangalore

 
","1500
sqft","₹
27.8 Lac","₹
1850 per
sqft","
Description:


30 x 50 - West facing - Residential Plot on broad 60+ft Main Road in Phase - 1. Adjacent to Park and Play area. Two houses ready nearby. Good for construction & living. 



",Ongoing,"
Possession in 2018
","
Plot

",532 Units ,,"(Residential Plot->1200 sqft), (Residential Plot->1500 sqft), (Residential Plot->2400 sqft), (Residential Plot->3600 sqft) ",,"lat=12.865771,longt=77.79297"
"
Shriram Malhaar
",Shriram Land,"
in Sarjapur
, Bangalore

 
","1200
sqft","₹
31.0 Lac","₹
2,583 per
sqft","
Description:


This Residential Plot has length and breadth measuring : 40 X 30 Sq-ft.  



",Ready To Move,"
Possession in 2018
","
Plot

",407 Units ,,"(Residential Plot->1200 sqft), (Residential Plot->1500 sqft), (Residential Plot->2400 sqft), (Residential Plot->2500 sqft), (Residential Plot->4000 sqft), (Residential Plot->6000 sqft) ",,"lat=12.865771,longt=77.79297"
"
Emerald Estila
",Emerald Group,"
in Sarjapur
, Bangalore

 
","1850
sqft","₹
67.2 Lac","₹
3632 per
sqft","
Description:


A 2 storeyed freehold villa is located in Sarjapur, Bangalore. It is great investment for family purpose as the space is airy and has friendly neighbourhood. Major key facilities are located nearby. It has ample space for  



",Under Construction,"
Possession in 2018
","
3 BHK
Villa

",40 Units ,,(3 BHK Villa->1850 sqft) ,,"lat=12.865771,longt=77.79297"
"
Mahaveer Tuscan
",Mahaveer Group,"
in Hoodi
, Bangalore

 
","1370
sqft","₹
65.0 Lac","₹
4,745 per
sqft","
Description:


100 meters from Main road, basic amenities availaible just outside apartment 



",Ready To Move,"
Possession in 2020
","
3 BHK
Apartment

",276 Units ,9 Towers ,"(2 BHK Flat->1025 sqft), (2 BHK Flat->1170 sqft), (2 BHK Flat->1195 sqft), (3 BHK Flat->1370 sqft), (3 BHK Flat->1625 sqft) ",,"lat=12.984091,longt=77.62832"
"
Artha Grihasta
",Artha Property,"
in Sarjapur
, Bangalore

 
","1545
sqft","₹
70.0 Lac","₹
4,531 per
sqft","
Description:


A 2 storeyed Villa is located in Sarjapur, Bangalore. Great investment for family purpose as the space is airy and has friendly neighbourhood. Major key facilities are located nearby.  



",Ready To Move,"
Possession in 2018
","
3 BHK
Villa

",463 Units ,,"(1 BHK Villa->1446 sqft), (2 BHK Villa->1044 sqft), (2 BHK Villa->1147 sqft), (3 BHK Villa->1545 sqft), (3 BHK Villa->1732 sqft), (3 BHK Villa->1964 sqft), (4 BHK Villa->2540 sqft) ",,"lat=12.865771,longt=77.79297"
