project_name,project_by,location,Build_Up_Area,Unit_Types,Price,about_project,Project status,possesion,launched,rera_no
MS Paradise,By  in Kodihalli,Kodihalli,1075 - 1150 sq.ft,"
								2 BHK Apartment
								Availability*: Yes
							","
														 
														65.30L  - 69.86L 							",,Ready-to-move,,,
Columbia Celestia,By Columbia Group in JP Nagar Phase 7,JP Nagar Phase 7,1382 - 1602 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														 
														69.10L  - 80.10L 							",,Ongoing,Possession: Dec-2017,,
Axis Aspira,By Axis Capstone in JP Nagar Phase 7,JP Nagar Phase 7,1930 - 2015 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														NA							",,Ongoing,Possession: Sep-2017,,
Poorvi Royal Nest,By Poorvi Housing Development Company Pvt Ltd in JP Nagar Phase 7,JP Nagar Phase 7,1265 sq.ft,"
								2 BHK Apartment
								Availability*: Yes
							","
														NA							",,Ready-to-move,,,
Nishitas Platinum,By Nishitas Properties in JP Nagar Phase 7,JP Nagar Phase 7,1220 sq.ft,"
								3 BHK Apartment
								Availability*: Sold out
							","
														 
														63.44L 							",,Ready-to-move,,,
Mahaveer Ritz,By Mahaveer Group in JP Nagar Phase 7,JP Nagar Phase 7,1196 sq.ft,"
								2 BHK Apartment
								Availability*: Yes
							","
														 
														59.80L 							",,Upcoming,Possession: Dec-2019,Launched: Jul-2017,
Axis Vanam,By Axis Concept Construction Pvt. Ltd. in JP Nagar Phase 7,JP Nagar Phase 7,1055 - 1240 sq.ft,"
								2 BHK Apartment
								Availability*: Yes
							","
														 
														58.02L  - 68.20L 							",,Ongoing,Possession: Jan-2019,,
Sai Sumukha Swiss Lights,By  in JP Nagar Phase 7,JP Nagar Phase 7,1145 - 1465 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														 
														51.52L  - 65.92L 							",,Ongoing,Possession: Feb-2018,Launched: Nov-2016,
VSP Lakshmi Delight,By VSP Mega Projects in JP Nagar Phase 7,JP Nagar Phase 7,1205 - 1260 sq.ft,"
								2 BHK Apartment
								Availability*: Yes
							","
														 
														60L  - 62L 							",,Ready-to-move,,,
Premier Inspira Devangi,By Premier Inspira Builders in JP Nagar Phase 7,JP Nagar Phase 7,1300 - 1700 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														 
														87.57L  - 1.10Cr 							",,Ongoing,,, REGISTRATION NO. PR/KN/180118/002673
Asrithas Signature,By Asrithas Group in JP Nagar Phase 7,JP Nagar Phase 7,1375 sq.ft,"
								3 BHK Apartment
								Availability*: Sold out
							","
														 
														68.75L 							",,Ready-to-move,,,
Gruha Kalyan Dahlia ,By Gruha Kalyan in JP Nagar Phase 9,JP Nagar Phase 9,1400 sq.ft,"
								3 BHK Apartment
								Availability*: Sold out
							","
														 
														42L 							",,Ongoing,,,
Sai Siri Heritage,By  in Kengeri,Kengeri,1125 - 1565 sq.ft,"
								2 BHK Apartment
								Availability*: Yes
							","
														 
														41.62L  - 57.90L 							",,Ongoing,Possession: Dec-2018,,
Buildmann Sunnyvale,By Sukritha Buildmann Pvt Ltd in K R Puram,K R Puram,1583 - 1800 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														 
														56.98L  - 64.80L 							",,Ready-to-move,,,
Shakthi High Lands,By Shakthi Builders & Developers  in K R Puram,K R Puram,1405 - 1480 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														 
														51.63L  - 54.39L 							",,Ready-to-move,,,
Sri Amethyst,By Sri Srinivasa Developers in K R Puram,K R Puram,2469 - 2652 sq.ft,"
								4 BHK Apartment
								Availability*: Yes
							","
														 
														1.30Cr  - 1.40Cr 							",,Ready-to-move,Possession: Apr-2015,,
Radiant Silver Bell I,By Radiant Structures Private Limited in K R Puram,K R Puram,1120 - 1225 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														 
														41.16L  - 45.01L 							",,Ready-to-move,,,
CARP Sumukha Meadows,By CARP Properties in K Channasandra,K Channasandra,1225 - 1465 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														 
														42.87L  - 51.27L 							",,Ready-to-move,,,
DSR Waterscape,By DSR Infrastructure Private Limited. in K Channasandra,K Channasandra,1469 - 1766 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														 
														66.83L  - 80.35L 							",,Ongoing,Possession: Aug-2019,,
Fortitude Sarayu,By Fortitude Constructions in K Channasandra,K Channasandra,1120 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														 
														42L 							",,Ready-to-move,,,
Divyasree Elan,By DivyaSree Developers in kaikondrahalli,kaikondrahalli,3607 - 4923 sq.ft,"
								5 BHK Apartment
								Availability*: Yes
							","
														 
														2.70Cr  - 3.69Cr 							",,Ready-to-move,,,
Salarpuria Sattva Misty Charm,By Salarpuria Sattva Group in Kanakapura Road,Kanakapura Road,1254 - 1475 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														NA							",,Upcoming,,, REGISTRATION NO. PR/KN/180206/002684
Sree Casa Grande,By Sree Properties And Constructions in Kadubeesanahalli,Kadubeesanahalli,1654 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														 
														84.35L 							",,Ready-to-move,,,
Chourasia Manor Phase II,By VKC Developers Pvt Ltd in Kadubeesanahalli,Kadubeesanahalli,1692 - 1804 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														 
														87.23L  - 92.61L 							",,Ready-to-move,,,
Brigade Parklane ,By Brigade Group in Kanakapura Road,Kanakapura Road,1490 - 1600 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														 
														63.17L  - 67.84L 							",,Upcoming,Possession: Apr-2019,Launched: Apr-2017,
Propulsive Paradise,By  in kaikondrahalli,kaikondrahalli,1465 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														 
														62.62L 							",,Ready-to-move,,,
Mantri Glades,By Mantri Developers Pvt Ltd. in kaikondrahalli,kaikondrahalli,1680 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														 
														1.23Cr 							",,Ready-to-move,,,
Samruddhi Royal,By Samruddhi Developers in Kalena Agrahara,Kalena Agrahara,1250 - 1470 sq.ft,"
								3 BHK Apartment
								Availability*: Sold out
							","
														 
														53.12L  - 62.47L 							",,Ready-to-move,,,
Nandi Riches Garden,By Riches Builders and Developers in Kalkere,Kalkere,3000 sq.ft,"
								2 BHK Apartment
								Availability*: Yes
							","
														 
														85.50L 							",,Ready-to-move,,,
Adithi Pearl,By Adithi Builders Pvt. Ltd in Kalkere,Kalkere,1515 - 1630 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														 
														42.42L  - 45.64L 							",,Ready-to-move,,,
Sovereign Unnathi,By Sovereign Developers & Infrastructure Ltd in Kalkere,Kalkere,3400 sq.ft,"
								5 BHK Apartment
								Availability*: Yes
							","
														 
														1.76Cr 							",,Ready-to-move,Possession: Jan-2017,Launched: Apr-2010,
Willow Park,By Indes Projects in Kalkere,Kalkere,1575 - 1585 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														 
														59.06L  - 59.43L 							",,Ongoing,Possession: Dec-2017,, REGISTRATION NO. PR/KN/170731/000590
VBC Oracle Gardens ,By VBC Developers in Kalkere,Kalkere,1370 - 1600 sq.ft,"
								3 BHK Apartment
								Availability*: Sold out
							","
														 
														55.48L  - 64.80L 							",,Ready-to-move,,,
JS Carnation,By JS Estates and Shelters Pvt Ltd in Kalkere,Kalkere,1375 - 1503 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														 
														55L  - 60.12L 							",,Ongoing,Possession: Dec-2019,, REGISTRATION NO. PR/KN/170831/001679
MBR Scapple,By MBR Homes Pvt Ltd in Kalena Agrahara,Kalena Agrahara,1335 - 1495 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														 
														57.40L  - 64.28L 							",,Ready-to-move,,,
MSR Dew Drops,By MSR Dwellings in kaikondrahalli,kaikondrahalli,1771 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														 
														81.02L 							",,Ready-to-move,,,
Satwis Clarinet,By Satwi Infra in Kalkere,Kalkere,1425 - 1571 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														 
														49.87L  - 54.98L 							",,Ready-to-move,,,
BM Lotus,By BM Developers in kaikondrahalli,kaikondrahalli,1368 - 1458 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														 
														70.79L  - 75.45L 							",,Ready-to-move,,,
Satwi Infra Clarinet,By Satwi Infra in Kalkere,Kalkere,1425 - 1571 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														 
														49.87L  - 54.98L 							",,Ready-to-move,,,
August Grand,By August Ventures Pvt Ltd in kaikondrahalli,kaikondrahalli,2689 - 3045 sq.ft,"
								4 BHK Apartment
								Availability*: Yes
							","
														 
														1.68Cr  - 1.90Cr 							",,Ongoing,Possession: Dec-2017,, REGISTRATION NO. PR/KN/170730/000242
Sri Sumeru Surataru,By Sri Sumeru Realty Private Limited in Kanakapura Road,Kanakapura Road,,"
								 Apartment
								Availability*: Yes
							","
														NA							",,Ongoing,,, REGISTRATION NO. PR/KN/170731/000787
Bren Celestia,By Bren Corporation in kaikondrahalli,kaikondrahalli,1730 - 1735 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														 
														1.26Cr  - 1.27Cr 							",,Ready-to-move,,,
Ittina Veeru,By Ittina Group in kaikondrahalli,kaikondrahalli,580 sq.ft,"
								2 BHK Apartment
								Availability*: Yes
							","
														 
														11.02L 							",,Ready-to-move,,,
Brigade Meadows,By Brigade Group in Kanakapura Road,Kanakapura Road,1430 - 1630 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														 
														60.63L  - 69.11L 							",,Ongoing,Possession: Jun-2017,,
Sri Mitra Spring Valley,By  in kaikondrahalli,kaikondrahalli,2338 sq.ft,"
								4 BHK Apartment
								Availability*: Yes
							","
														 
														99.94L 							",,Ready-to-move,,,
Sharanya Arcade,By Saranya Developers in kaikondrahalli,kaikondrahalli,1500 - 1521 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														 
														59.62L  - 60.45L 							",,Ready-to-move,,,
Brigade Meadows Basil,By Brigade Group in Kanakapura Road,Kanakapura Road,950 sq.ft,"
								2 BHK Apartment
								Availability*: Yes
							","
														 
														40.28L 							",,Ready-to-move,,,
Brigade Meadows Value Homes,By Brigade Group in Kanakapura Road,Kanakapura Road,950 sq.ft,"
								2 BHK Apartment
								Availability*: Yes
							","
														 
														39.33L 							",,Ready-to-move,,,
Carnation at Brigade Meadows,By Brigade Group in Kanakapura Road,Kanakapura Road,1150 - 1210 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														 
														52.21L  - 54.93L 							",,Ongoing,Possession: Apr-2018,,
Mathru Shree Residency,By  in Kanakapura Road,Kanakapura Road,1450 - 1850 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														 
														66.33L  - 76.31L 							",,Ready-to-move,,,
Nanda Prakruthi,By Nanda Shelters in Kanakapura Road,Kanakapura Road,2500 sq.ft,"
								3 BHK Villa
								Availability*: Yes
							","
														 
														97L 							",,Ready-to-move,,,
Brigade Meadows Plumeria,By Brigade Group in Kanakapura Road,Kanakapura Road,1445 - 1635 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														 
														64.15L  - 72.59L 							",,Ongoing,Possession: Jul-2018,Launched: Nov-2015, REGISTRATION NO. PR/KN/170731/000863
Mantri Primus Reflection,By Mantri Developers Pvt Ltd. in Kanakapura Road,Kanakapura Road,1560 sq.ft,"
								2.5 BHK Apartment
								Availability*: Yes
							","
														 
														71.60L 							",,Ongoing,Possession: Dec-2017,,
Sri Nilaya Apartments,By  in Kaggadasapura,Kaggadasapura,1340 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														 
														39.19L 							",,Ready-to-move,,,
Bilden Mansion Apartment,By  in Kaggadasapura,Kaggadasapura,1338 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														 
														49.17L 							",,Ready-to-move,,,
SV Indu Heights,By S.V. CONSTRUCTIONS in Kaggadasapura,Kaggadasapura,900 sq.ft,"
								1 BHK Apartment
								Availability*: Yes
							","
														 
														33.75L 							",,Ready-to-move,,,
Jeevanadi Krishna,By Sreenidhi Realtors P Ltd in Kaggadasapura,Kaggadasapura,885 - 1075 sq.ft,"
								2 BHK Apartment
								Availability*: Yes
							","
														 
														28.54L  - 34.66L 							",,Ready-to-move,,,
Jeevandi Krishna,By AR Group in Kaggadasapura,Kaggadasapura,1075 sq.ft,"
								2 BHK Apartment
								Availability*: Yes
							","
														 
														34.66L 							",,Ready-to-move,,,
Sree Harsha Pride,By Sree Harsha Developers in Kaggadasapura,Kaggadasapura,1570 - 1750 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														 
														61.68L  - 78.89L 							",,Ready-to-move,,,
MC Ashoka Windows,By MC Builders in Kaggadasapura,Kaggadasapura,1667 - 1737 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														 
														76.26L  - 79.46L 							",,Ready-to-move,,,
Vijaya Nisarga,By Vijaya Enterprises in Kanakapura Road,Kanakapura Road,1200 - 1655 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														 
														43.20L  - 59.58L 							",,Ready-to-move,,, REGISTRATION NO. PK/KN/170731/000576
Royal Nest Apartments,By  in Kaggadasapura,Kaggadasapura,1080 - 1248 sq.ft,"
								2 BHK Apartment
								Availability*: Yes
							","
														 
														38.07L  - 43.99L 							",,Ready-to-move,,,
Green Leaf Avenues,By  in Kaggadasapura,Kaggadasapura,1390 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														 
														40.65L 							",,Ready-to-move,,,
Tata Sherwood Apartments,By TATA Housing Development Co Ltd in Kaggadasapura,Kaggadasapura,1450 - 1600 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														 
														98.96L  - 1.09Cr 							",,Ready-to-move,,,
Bildens Meadows,By Bilden Properties in Kaggadasapura,Kaggadasapura,1200 - 1237 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														 
														51.02L  - 51.30L 							",,Ready-to-move,,,
Anugraha Enclave,By  in Kaggadasapura,Kaggadasapura,1710 - 1750 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														 
														61.56L  - 63L 							",,Ready-to-move,,,
KMR Land Mark,By Citadil Construction in Kaggadasapura,Kaggadasapura,1408 - 1457 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														 
														50.68L  - 52.45L 							",,Ready-to-move,,,
Anisha Stoneyards,By MC Builders in Kaggadasapura,Kaggadasapura,1470 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														 
														76.14L 							",,Ready-to-move,,,
MC Jyothi Enclave ,By MC Builders in Kaggadasapura,Kaggadasapura,1480 - 1516 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														 
														92.13L  - 94.37L 							",,Ready-to-move,,,
Kethana Enclave,By Kethana Eternal Projects in Kaggadasapura,Kaggadasapura,1256 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														 
														60.28L 							",,Ready-to-move,,,
